Complaint Id,Tax ID,CCRB Substantiated Officer Disposition,Board Discipline Recommendation,Non-APU NYPD Penalty Report Date,Officer is_APU,APU CCRB Trial Recommended Penalty,APU Trial Commissioner Recommended Penalty,APU Plea Agreed Penalty,APU Case Status,APU Closing Date,NYPD Officer Penalty
200106568,918472,Substantiated (Charges),,11/28/2004,No,,,,,,
200106583,899946,Substantiated (Charges),,01/28/2003,No,,,,,,Instructions
200106684,912946,Substantiated (Charges),,02/28/2004,No,,,,,,Vacation: 10 days
200106841,900828,Substantiated (Charges),,03/28/2003,No,,,,,,
200106884,906341,Substantiated (Charges),,12/28/2003,No,,,,,,No penalty
200106892,879973,Substantiated (Command Discipline),,03/28/2003,No,,,,,,
200106899,907371,Substantiated (Charges),,11/28/2003,No,,,,,,
200106902,899418,Substantiated (Charges),,02/28/2003,No,,,,,,Instructions
200106902,900539,Substantiated (Charges),,03/28/2003,No,,,,,,Command Discipline - B
200106908,911427,Substantiated (Command Discipline),,02/28/2003,No,,,,,,
200106915,920314,Substantiated (Charges),,03/28/2003,No,,,,,,Instructions
200106932,920200,Substantiated (Charges),,07/28/2003,No,,,,,,
200106953,881344,Substantiated (Charges),,04/28/2003,No,,,,,,Vacation: 30 days
200106976,899389,Substantiated (Command Discipline),,03/28/2003,No,,,,,,Command Discipline - A
200107044,917724,Substantiated (Command Discipline),,03/28/2003,No,,,,,,Command Discipline - A
200107065,894235,Substantiated (Command Discipline),,09/28/2003,No,,,,,,Vacation: 5 days
200107210,903601,Substantiated (Instructions),,,No,,,,,,
200107299,882814,Substantiated (Charges),,11/28/2003,No,,,,,,No penalty
200107300,916329,Substantiated (Charges),,01/28/2003,No,,,,,,Command Discipline - B
200107300,924219,Substantiated (Charges),,03/28/2003,No,,,,,,Command Discipline - A
200107308,850291,Substantiated (Charges),,,No,,,,,,
200107353,909933,Substantiated (Charges),,06/28/2003,No,,,,,,Command Discipline - A
200107378,912090,Substantiated (Charges),,03/28/2003,No,,,,,,
200107433,901994,Substantiated (Charges),,05/28/2003,No,,,,,,Vacation: 10 days
200107433,915131,Substantiated (Charges),,05/28/2003,No,,,,,,Vacation: 10 days
200107511,924175,Substantiated (Charges),,06/28/2003,No,,,,,,Command Discipline - A
200107541,889216,Substantiated (Command Discipline),,04/28/2003,No,,,,,,Command Discipline - A
200107580,918625,Substantiated (Charges),,05/28/2004,No,,,,,,No penalty
200107653,914037,Substantiated (Charges),,01/28/2003,No,,,,,,Command Discipline - B
200107666,900754,Substantiated (Charges),,04/28/2003,No,,,,,,Command Discipline - A
200107711,909162,Substantiated (Charges),,02/28/2003,No,,,,,,Instructions
200107725,897595,Substantiated (Charges),,06/28/2004,No,,,,,,No penalty
200107811,915069,Substantiated (Command Discipline),,08/28/2003,No,,,,,,
200107850,881374,Substantiated (Charges),,05/28/2003,No,,,,,,Command Discipline - B
200107850,898756,Substantiated (Charges),,04/28/2004,No,,,,,,Vacation: 5 days
200107852,894877,Substantiated (Charges),,07/28/2004,No,,,,,,No penalty
200107856,922579,Substantiated (Charges),,03/28/2003,No,,,,,,Vacation: 20 days
200107869,893875,Substantiated (Charges),,05/28/2003,No,,,,,,Suspension: 60 days
200107869,898123,Substantiated (Charges),,02/28/2004,No,,,,,,Vacation: 10 days
200107958,889488,Substantiated (Charges),,06/28/2004,No,,,,,,Vacation: 10 days / Suspension: 15 days
200107969,903191,Substantiated (Charges),,05/28/2003,No,,,,,,Command Discipline - A
200107969,913606,Substantiated (Charges),,05/28/2003,No,,,,,,Command Discipline - A
200108001,915210,Substantiated (Charges),,04/28/2003,No,,,,,,Command Discipline - A
200108012,920200,Substantiated (Charges),,10/28/2003,No,,,,,,
200108017,911226,Substantiated (Charges),,06/28/2003,No,,,,,,Command Discipline - B
200108038,883270,Substantiated (Command Discipline),,07/28/2004,No,,,,,,
200108038,887676,Substantiated (Command Discipline),,11/28/2004,No,,,,,,
200108038,912689,Substantiated (Command Discipline),,03/28/2003,No,,,,,,
200108057,915181,Substantiated (Charges),,04/28/2003,No,,,,,,Command Discipline - A
200108057,915210,Substantiated (Charges),,04/28/2003,No,,,,,,Command Discipline - A
200108062,900055,Substantiated (Command Discipline),,09/28/2003,No,,,,,,
200108066,885824,Substantiated (Charges),,11/28/2003,No,,,,,,No penalty
200108066,886457,Substantiated (Charges),,11/28/2003,No,,,,,,No penalty
200108066,899858,Substantiated (Charges),,11/28/2003,No,,,,,,No penalty
200108074,925827,Substantiated (Instructions),,,No,,,,,,
200108096,915045,Substantiated (Charges),,03/28/2004,No,,,,,,Vacation: 5 days
200108096,921452,Substantiated (Charges),,03/28/2004,No,,,,,,Vacation: 5 days
200108138,925082,Substantiated (Charges),,05/28/2003,No,,,,,,
200108172,899321,Substantiated (Charges),,08/28/2003,No,,,,,,Vacation: 30 days
200108191,892995,Substantiated (Charges),,12/28/2003,No,,,,,,Vacation: 5 days
200108240,902861,Substantiated (Charges),,03/28/2004,No,,,,,,No penalty
200108240,906320,Substantiated (Charges),,03/28/2004,No,,,,,,No penalty
200108274,895274,Substantiated (Charges),,05/28/2004,No,,,,,,No penalty
200108274,895859,Substantiated (Charges),,05/28/2004,No,,,,,,No penalty
200108285,914861,Substantiated (Command Discipline),,03/28/2003,No,,,,,,Instructions
200108292,918416,Substantiated (Charges),,10/28/2004,No,,,,,,
200108292,922987,Substantiated (Charges),,08/28/2003,No,,,,,,Command Discipline - A
200108295,894382,Substantiated (Charges),,02/28/2003,No,,,,,,Command Discipline - A
200108309,924576,Substantiated (Instructions),,05/28/2003,No,,,,,,Instructions
200108311,905044,Substantiated (Charges),,04/28/2004,No,,,,,,No penalty
200108311,923397,Substantiated (Charges),,04/28/2004,No,,,,,,No penalty
200200019,915709,Substantiated (Charges),,01/28/2003,No,,,,,,Command Discipline - A
200200036,899698,Substantiated (Charges),,06/28/2003,No,,,,,,Command Discipline - A
200200036,912013,Substantiated (Charges),,06/28/2003,No,,,,,,Command Discipline - A
200200060,912964,Substantiated (Charges),,05/28/2003,No,,,,,,Instructions
200200061,894508,Substantiated (Instructions),,03/28/2003,No,,,,,,Instructions
200200095,923918,Substantiated (Charges),,05/28/2003,No,,,,,,Instructions
200200143,922197,Substantiated (Charges),,09/28/2004,No,,,,,,
200200147,891042,Substantiated (Charges),,08/28/2004,No,,,,,,No penalty
200200152,920393,Substantiated (Charges),,05/28/2003,No,,,,,,Instructions
200200161,894531,Substantiated (Command Discipline),,04/28/2004,No,,,,,,Command Discipline - B
200200186,906341,Substantiated (Charges),,12/28/2003,No,,,,,,No penalty
200200186,922584,Substantiated (Command Discipline),,06/28/2003,No,,,,,,Command Discipline - A
200200187,900301,Substantiated (Charges),,09/28/2004,No,,,,,,Vacation: 20 days
200200191,919115,Substantiated (Instructions),,06/28/2003,No,,,,,,Command Discipline - A
200200218,918298,Substantiated (Charges),,10/28/2003,No,,,,,,Vacation: 10 days
200200227,884080,Substantiated (Charges),,08/28/2003,No,,,,,,Vacation: 45 days / Probation:
200200227,924388,Substantiated (Charges),,07/28/2003,No,,,,,,Command Discipline - A
200200259,885121,Substantiated (Charges),,10/28/2003,No,,,,,,
200200289,890891,Substantiated (Instructions),,02/28/2003,No,,,,,,Instructions
200200292,897329,Substantiated (Charges),,06/28/2003,No,,,,,,Command Discipline - A
200200417,909474,Substantiated (Charges),,05/28/2003,No,,,,,,Instructions
200200420,889121,Substantiated (Charges),,06/28/2003,No,,,,,,Command Discipline - A
200200450,890216,Substantiated (Charges),,05/28/2003,No,,,,,,Instructions
200200450,922134,Substantiated (Charges),,05/28/2003,No,,,,,,Instructions
200200468,892347,Substantiated (Command Discipline),,02/28/2003,No,,,,,,Command Discipline - B
200200468,922646,Substantiated (Command Discipline),,02/28/2003,No,,,,,,Command Discipline - B
200200498,902482,Substantiated (Charges),,06/28/2003,No,,,,,,Instructions
200200515,899478,Substantiated (Charges),,07/28/2003,No,,,,,,Instructions
200200523,902730,Substantiated (Charges),,03/28/2003,No,,,,,,
200200694,900011,Substantiated (Charges),,02/28/2003,No,,,,,,
200200704,900207,Substantiated (Charges),,10/28/2004,No,,,,,,No penalty
200200717,910568,Substantiated (Charges),,07/28/2003,No,,,,,,Command Discipline - A
200200717,910659,Substantiated (Charges),,07/28/2003,No,,,,,,Command Discipline - A
200200719,897780,Substantiated (Charges),,06/28/2004,No,,,,,,Vacation: 20 days
200200719,915306,Substantiated (Charges),,06/28/2004,No,,,,,,No penalty
200200777,911719,Substantiated (Charges),,06/28/2003,No,,,,,,Instructions
200200777,923359,Substantiated (Charges),,06/28/2003,No,,,,,,Instructions
200200777,925416,Substantiated (Charges),,06/28/2003,No,,,,,,Instructions
200200822,900102,Substantiated (Command Discipline),,01/28/2003,No,,,,,,Command Discipline - B
200200894,902623,Substantiated (Charges),,05/28/2003,No,,,,,,
200200981,893540,Substantiated (Instructions),,05/28/2003,No,,,,,,Command Discipline - A
200201058,891329,Substantiated (Charges),,08/28/2003,No,,,,,,Command Discipline - A
200201058,907614,Substantiated (Charges),,08/28/2003,No,,,,,,Instructions
200201107,897754,Substantiated (Charges),,02/28/2004,No,,,,,,
200201167,903575,Substantiated (Charges),,05/28/2004,No,,,,,,No penalty
200201229,881805,Substantiated (Charges),,02/28/2004,No,,,,,,Retired
200201229,901259,Substantiated (Charges),,09/28/2004,No,,,,,,
200201229,919361,Substantiated (Charges),,09/28/2004,No,,,,,,
200201229,922021,Substantiated (Charges),,09/28/2004,No,,,,,,
200201259,918479,Substantiated (Charges),,01/28/2004,No,,,,,,Vacation: 15 days
200201355,902052,Substantiated (Charges),,10/28/2003,No,,,,,,No penalty
200201390,903822,Substantiated (Charges),,07/28/2004,No,,,,,,No penalty
200201429,913838,Substantiated (Charges),,09/28/2004,No,,,,,,
200201450,923608,Substantiated (Charges),,01/28/2003,No,,,,,,Command Discipline - B
200201465,879879,Substantiated (Charges),,06/28/2003,No,,,,,,Retired
200201465,906713,Substantiated (Charges),,12/28/2003,No,,,,,,
200201498,924245,Substantiated (Charges),,06/28/2003,No,,,,,,Instructions
200201498,926560,Substantiated (Charges),,06/28/2003,No,,,,,,Instructions
200201502,904301,Substantiated (Charges),,06/28/2004,No,,,,,,Vacation: 5 days
200201502,924302,Substantiated (Charges),,02/28/2004,No,,,,,,
200201503,894162,Substantiated (Charges),,03/28/2004,No,,,,,,Vacation: 15 days
200201503,906270,Substantiated (Charges),,03/28/2004,No,,,,,,Vacation: 7 days
200201503,921231,Substantiated (Charges),,03/28/2004,No,,,,,,Vacation: 7 days
200201507,924058,Substantiated (Charges),,08/28/2003,No,,,,,,Command Discipline - A
200201515,884080,Substantiated (Charges),,05/28/2004,No,,,,,,No penalty
200201515,925602,Substantiated (Charges),,05/28/2004,No,,,,,,No penalty
200201522,911885,Substantiated (Charges),,07/28/2004,No,,,,,,Suspension: 30 days / Probation: 360 days
200201529,920053,Substantiated (Charges),,11/28/2004,No,,,,,,No penalty
200201529,922444,Substantiated (Charges),,11/28/2004,No,,,,,,
200201530,882841,Substantiated (Charges),,04/28/2003,No,,,,,,
200201639,922444,Substantiated (Command Discipline),,09/28/2004,No,,,,,,
200201651,906647,Substantiated (Charges),,06/28/2003,No,,,,,,Command Discipline - A
200201658,897780,Substantiated (Charges),,06/28/2004,No,,,,,,No penalty
200201658,915306,Substantiated (Charges),,06/28/2004,No,,,,,,No penalty
200201702,897780,Substantiated (Charges),,06/28/2004,No,,,,,,Vacation: 20 days
200201750,921253,Substantiated (Charges),,07/28/2003,No,,,,,,Command Discipline - A
200201865,902190,Substantiated (Charges),,08/28/2003,No,,,,,,
200201865,905287,Substantiated (Charges),,08/28/2003,No,,,,,,
200201868,906128,Substantiated (Command Discipline),,08/28/2003,No,,,,,,Instructions
200201894,892375,Substantiated (Charges),,09/28/2003,No,,,,,,Command Discipline - B
200202002,913752,Substantiated (Charges),,09/28/2004,No,,,,,,
200202002,919167,Substantiated (Charges),,09/28/2004,No,,,,,,
200202002,920053,Substantiated (Charges),,09/28/2004,No,,,,,,
200202045,889689,Substantiated (Charges),,08/28/2004,No,,,,,,No penalty
200202045,899134,Substantiated (Charges),,08/28/2004,No,,,,,,No penalty
200202047,903137,Substantiated (Command Discipline),,03/28/2003,No,,,,,,Command Discipline - B
200202095,879668,Substantiated (Charges),,03/28/2003,No,,,,,,
200202101,913481,Substantiated (Charges),,09/28/2003,No,,,,,,Instructions
200202104,896238,Substantiated (Charges),,09/28/2003,No,,,,,,Instructions
200202112,905481,Substantiated (Charges),,12/28/2003,No,,,,,,Vacation: 10 days
200202125,904709,Substantiated (Charges),,08/28/2004,No,,,,,,Instructions
200202125,916018,Substantiated (Charges),,08/28/2004,No,,,,,,Instructions
200202135,913075,Substantiated (Charges),,09/28/2003,No,,,,,,No penalty
200202135,916853,Substantiated (Charges),,07/28/2004,No,,,,,,
200202158,884938,Substantiated (Charges),,07/28/2004,No,,,,,,No penalty
200202158,889686,Substantiated (Charges),,07/28/2004,No,,,,,,No penalty
200202175,896243,Substantiated (Charges),,06/28/2005,No,,,,,,No penalty
200202175,919394,Substantiated (Charges),,05/28/2005,No,,,,,,Resigned
200202225,916585,Substantiated (Instructions),,09/28/2003,No,,,,,,Instructions
200202259,894586,Substantiated (Charges),,06/28/2003,No,,,,,,Instructions
200202279,907284,Substantiated (Charges),,08/28/2003,No,,,,,,Command Discipline - B
200202330,887405,Substantiated (Charges),,05/28/2004,No,,,,,,No penalty
200202365,920230,Substantiated (Charges),,03/28/2004,No,,,,,,Terminated
200202376,900799,Substantiated (Charges),,09/28/2003,No,,,,,,Instructions
200202526,881250,Substantiated (Charges),,09/28/2003,No,,,,,,Retired
200202561,874916,Substantiated (Charges),,06/28/2003,No,,,,,,
200202566,910859,Substantiated (Charges),,09/28/2003,No,,,,,,Command Discipline - A
200202575,903704,Substantiated (Charges),,07/28/2003,No,,,,,,Command Discipline - A
200202575,916616,Substantiated (Charges),,07/28/2003,No,,,,,,Command Discipline - A
200202575,920706,Substantiated (Charges),,07/28/2003,No,,,,,,Command Discipline - A
200202588,882985,Substantiated (Charges),,01/28/2004,No,,,,,,Retired
200202588,889060,Substantiated (Charges),,05/28/2004,No,,,,,,No penalty
200202847,897231,Substantiated (Command Discipline),,07/28/2004,No,,,,,,No penalty
200202855,891577,Substantiated (Charges),,08/28/2003,No,,,,,,Command Discipline - B
200202896,882814,Substantiated (Instructions),,11/28/2003,No,,,,,,
200202896,897731,Substantiated (Instructions),,08/28/2003,No,,,,,,Command Discipline - B
200202912,913752,Substantiated (Charges),,09/28/2004,No,,,,,,Instructions
200202915,893408,Substantiated (Charges),,10/28/2003,No,,,,,,Command Discipline - B
200202967,905877,Substantiated (Charges),,09/28/2003,No,,,,,,Command Discipline - A
200202972,901665,Substantiated (Charges),,09/28/2003,No,,,,,,Instructions
200202972,922297,Substantiated (Charges),,09/28/2003,No,,,,,,Instructions
200202976,925583,Substantiated (Command Discipline),,05/28/2004,No,,,,,,Vacation: 5 days
200202998,912946,Substantiated (Command Discipline),,05/28/2004,No,,,,,,No penalty
200203078,906330,Substantiated (Charges),,11/28/2004,No,,,,,,No penalty
200203099,894271,Substantiated (Charges),,07/28/2004,No,,,,,,No penalty
200203112,881805,Substantiated (Charges),,02/28/2004,No,,,,,,Retired
200203112,922482,Substantiated (Charges),,11/28/2004,No,,,,,,No penalty
200203144,892944,Substantiated (Charges),,09/28/2003,No,,,,,,Command Discipline - A
200203148,883298,Substantiated (Charges),,10/28/2004,No,,,,,,No penalty
200203149,924900,Substantiated (Charges),,06/28/2003,No,,,,,,Command Discipline - B
200203164,907371,Substantiated (Charges),,10/28/2003,No,,,,,,
200203181,883138,Substantiated (Charges),,05/28/2003,No,,,,,,Instructions
200203240,896624,Substantiated (Charges),,07/28/2004,No,,,,,,Vacation: 7 days
200203240,912707,Substantiated (Charges),,07/28/2004,No,,,,,,No penalty
200203242,921249,Substantiated (Command Discipline),,11/28/2003,No,,,,,,Command Discipline - A
200203275,901709,Substantiated (Charges),,10/28/2003,No,,,,,,Command Discipline - A
200203285,904007,Substantiated (Charges),,09/28/2003,No,,,,,,Command Discipline - B
200203294,896215,Substantiated (Charges),,11/28/2004,No,,,,,,No penalty
200203307,899321,Substantiated (Charges),,08/28/2003,No,,,,,,Vacation: 30 days
200203320,880381,Substantiated (Charges),,09/28/2004,No,,,,,,
200203373,888233,Substantiated (Charges),,09/28/2003,No,,,,,,Vacation: 10 days
200203431,911732,Substantiated (Charges),,05/28/2004,No,,,,,,No penalty
200203437,896807,Substantiated (Charges),,02/28/2004,No,,,,,,Retired
200203460,924962,Substantiated (Command Discipline),,09/28/2003,No,,,,,,Command Discipline - B
200203576,896739,Substantiated (Charges),,04/28/2004,No,,,,,,No penalty
200203584,905217,Substantiated (Charges),,10/28/2003,No,,,,,,Command Discipline - A
200203623,881805,Substantiated (Charges),,02/28/2004,No,,,,,,Retired
200203623,904094,Substantiated (Charges),,11/28/2003,No,,,,,,Command Discipline - A
200203730,907381,Substantiated (Charges),,09/28/2003,No,,,,,,Instructions
200203731,914187,Substantiated (Charges),,07/28/2004,No,,,,,,Vacation: 10 days
200203731,924564,Substantiated (Charges),,07/28/2004,No,,,,,,Vacation: 5 days
200203732,906577,Substantiated (Charges),,09/28/2003,No,,,,,,Command Discipline - A
200203751,883244,Substantiated (Command Discipline),,10/28/2003,No,,,,,,Command Discipline - B
200203778,899425,Substantiated (Charges),,11/28/2004,No,,,,,,No penalty
200203793,909318,Substantiated (Charges),,10/28/2003,No,,,,,,
200203804,922330,Substantiated (Charges),,05/28/2004,No,,,,,,No penalty
200203859,900614,Substantiated (Charges),,09/28/2003,No,,,,,,Command Discipline - A
200203873,900092,Substantiated (Charges),,05/28/2004,No,,,,,,No penalty
200203874,889232,Substantiated (Charges),,11/28/2004,No,,,,,,Vacation: 20 days
200203903,901657,Substantiated (Charges),,04/28/2004,No,,,,,,Command Discipline - B
200203904,918144,Substantiated (Charges),,07/28/2004,No,,,,,,No penalty
200203904,919349,Substantiated (Charges),,02/28/2005,No,,,,,,No penalty
200203907,926956,Substantiated (Charges),,04/28/2004,No,,,,,,Vacation: 10 days
